time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760453795012764053,2025-10-14T14:56:35.012Z,0.050000,-0.450000,0.000000,0.000000,0
1760453795112524020,2025-10-14T14:56:35.112Z,0.095000,-0.405000,0.451083,0.000000,0
1760453795212635542,2025-10-14T14:56:35.212Z,0.135500,-0.364500,0.404549,0.000000,0
1760453795312405724,2025-10-14T14:56:35.312Z,0.171950,-0.328050,0.365340,0.000000,0
1760453795412570796,2025-10-14T14:56:35.412Z,0.204755,-0.295245,0.327509,0.000000,0
1760453795513913470,2025-10-14T14:56:35.514Z,0.234279,-0.265721,0.291333,-0.095418,0
1760453795613835841,2025-10-14T14:56:35.614Z,0.260852,-0.239148,0.265927,-0.237039,0
1760453795714241334,2025-10-14T14:56:35.714Z,0.284766,-0.215234,0.238183,-0.396951,0
1760453795813788504,2025-10-14T14:56:35.813Z,0.306290,-0.193710,0.216213,-0.518335,0
1760453795913834820,2025-10-14T14:56:35.914Z,0.325661,-0.174339,0.193620,-0.641641,0
1760453796013884864,2025-10-14T14:56:36.014Z,0.343095,-0.156905,0.174252,-0.737429,0
1760453796112570611,2025-10-14T14:56:36.112Z,0.358785,-0.141215,0.158995,-0.799973,0
1760453796212607193,2025-10-14T14:56:36.212Z,0.372907,-0.127093,0.141163,-0.878898,0
1760453796312527747,2025-10-14T14:56:36.312Z,0.385616,-0.114384,0.127194,-0.925485,0
1760453796412625495,2025-10-14T14:56:36.412Z,0.397054,-0.102946,0.114272,-0.963243,0
1760453796512755464,2025-10-14T14:56:36.512Z,0.407349,-0.092651,0.102812,-0.989867,0
1760453796612657781,2025-10-14T14:56:36.612Z,0.416614,-0.083386,0.092742,-1.006917,0
1760453796712549152,2025-10-14T14:56:36.712Z,0.424953,-0.075047,0.083477,-1.019476,0
1760453796812456946,2025-10-14T14:56:36.812Z,0.432457,-0.067543,0.075117,-1.027081,0
1760453796912640841,2025-10-14T14:56:36.912Z,0.439212,-0.060788,0.067419,-1.031800,0
1760453797013824981,2025-10-14T14:56:37.014Z,0.445291,-0.054709,0.060077,-1.156456,0
1760453797112573537,2025-10-14T14:56:37.112Z,0.450761,-0.049239,0.055403,-1.146019,0
1760453797213798523,2025-10-14T14:56:37.213Z,0.455685,-0.044315,0.048643,-1.158258,0
1760453797312708004,2025-10-14T14:56:37.312Z,0.460117,-0.039883,0.044803,-1.148844,0
1760453797413818700,2025-10-14T14:56:37.414Z,0.464105,-0.035895,0.039445,-1.160180,0
1760453797513881793,2025-10-14T14:56:37.514Z,0.467695,-0.032305,0.035872,-1.150568,0
