time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760458259647575138,2025-10-14T16:10:59.647Z,0.015000,-0.485000,0.000000,0.000000,0
1760458259746220680,2025-10-14T16:10:59.746Z,0.040050,-0.459950,0.253940,0.000000,0
1760458259846293152,2025-10-14T16:10:59.846Z,0.071383,-0.428617,0.313108,0.000000,0
1760458259946118316,2025-10-14T16:10:59.946Z,0.106175,-0.393825,0.348529,0.000000,0
1760458260047555165,2025-10-14T16:11:00.047Z,0.142345,-0.357655,0.356568,0.000000,0
1760458260147224409,2025-10-14T16:11:00.147Z,0.178393,-0.321607,0.361677,0.641497,0
1760458260247660629,2025-10-14T16:11:00.247Z,0.213274,-0.286726,0.347303,0.493361,0
1760458260347593799,2025-10-14T16:11:00.347Z,0.246293,-0.253707,0.330411,0.340489,0
1760458260447560069,2025-10-14T16:11:00.447Z,0.277018,-0.222982,0.307349,0.143407,0
1760458260547875787,2025-10-14T16:11:00.548Z,0.305215,-0.194785,0.281079,-0.082865,0
1760458260646206432,2025-10-14T16:11:00.646Z,0.330796,-0.169204,0.260155,-0.264702,0
1760458260746219078,2025-10-14T16:11:00.746Z,0.353779,-0.146221,0.229801,-0.531622,0
1760458260847584811,2025-10-14T16:11:00.847Z,0.374254,-0.125746,0.201988,-0.762270,0
1760458260946409413,2025-10-14T16:11:00.946Z,0.392358,-0.107642,0.183200,-0.892047,0
1760458261046827221,2025-10-14T16:11:01.046Z,0.408261,-0.091739,0.158364,-1.063049,0
1760458261147753874,2025-10-14T16:11:01.147Z,0.422145,-0.077855,0.137565,-1.175727,0
1760458261246103847,2025-10-14T16:11:01.246Z,0.434199,-0.065801,0.122567,-1.223719,0
1760458261346139511,2025-10-14T16:11:01.346Z,0.444611,-0.055389,0.104084,-1.295227,0
1760458261446163053,2025-10-14T16:11:01.446Z,0.453561,-0.046439,0.089480,-1.325490,0
1760458261547133284,2025-10-14T16:11:01.547Z,0.461220,-0.038780,0.075847,-1.345436,0
1760458261646076719,2025-10-14T16:11:01.646Z,0.467744,-0.032256,0.065939,-1.554947,0
1760458261746131090,2025-10-14T16:11:01.746Z,0.473278,-0.026722,0.055316,-1.468306,0
1760458261847648626,2025-10-14T16:11:01.847Z,0.477954,-0.022046,0.046060,-1.383032,0
1760458261946444807,2025-10-14T16:11:01.946Z,0.481889,-0.018111,0.039824,-1.299966,0
1760458262046446739,2025-10-14T16:11:02.046Z,0.485186,-0.014814,0.032974,-1.242965,0
