time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760456599384648443,2025-10-14T15:43:19.384Z,0.015000,-0.485000,0.000000,0.000000,0
1760456599484576786,2025-10-14T15:43:19.484Z,0.040050,-0.459950,0.250680,0.000000,0
1760456599584941591,2025-10-14T15:43:19.585Z,0.071383,-0.428617,0.312196,0.000000,0
1760456599684656603,2025-10-14T15:43:19.684Z,0.106175,-0.393825,0.348914,0.000000,0
1760456599784991566,2025-10-14T15:43:19.785Z,0.142345,-0.357655,0.360484,0.000000,0
1760456599884646782,2025-10-14T15:43:19.884Z,0.178393,-0.321607,0.361727,0.639019,0
1760456599984590396,2025-10-14T15:43:19.984Z,0.213274,-0.286726,0.349015,0.501921,0
1760456600084621160,2025-10-14T15:43:20.084Z,0.246293,-0.253707,0.330089,0.334672,0
1760456600185366867,2025-10-14T15:43:20.185Z,0.277018,-0.222982,0.304971,0.122829,0
1760456600285576626,2025-10-14T15:43:20.285Z,0.305215,-0.194785,0.281376,-0.079293,0
1760456600384808038,2025-10-14T15:43:20.384Z,0.330796,-0.169204,0.257793,-0.283828,0
1760456600485042227,2025-10-14T15:43:20.485Z,0.353779,-0.146221,0.229293,-0.531352,0
1760456600585299918,2025-10-14T15:43:20.585Z,0.374254,-0.125746,0.204221,-0.736295,0
1760456600684792516,2025-10-14T15:43:20.684Z,0.392358,-0.107642,0.181970,-0.899780,0
1760456600784593972,2025-10-14T15:43:20.784Z,0.408261,-0.091739,0.159342,-1.049595,0
1760456600884846020,2025-10-14T15:43:20.884Z,0.422145,-0.077855,0.138490,-1.164557,0
1760456600984729416,2025-10-14T15:43:20.984Z,0.434199,-0.065801,0.120685,-1.237674,0
1760456601084680866,2025-10-14T15:43:21.084Z,0.444611,-0.055389,0.104172,-1.290369,0
1760456601184640358,2025-10-14T15:43:21.184Z,0.453561,-0.046439,0.089538,-1.321454,0
1760456601284876915,2025-10-14T15:43:21.284Z,0.461220,-0.038780,0.076402,-1.337994,0
1760456601386358836,2025-10-14T15:43:21.386Z,0.467744,-0.032256,0.064289,-1.565106,0
1760456601486266896,2025-10-14T15:43:21.486Z,0.473278,-0.026722,0.055397,-1.463643,0
