time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760390614938624664,2025-10-13T21:23:34.938Z,0.030000,-0.270000,0.000000,0.000000,0
1760390615038449826,2025-10-13T21:23:35.038Z,0.033000,-0.267000,0.030053,0.000000,0
1760390615138644788,2025-10-13T21:23:35.138Z,0.033000,-0.267000,0.000000,0.000000,0
1760390615239509352,2025-10-13T21:23:35.239Z,0.032000,-0.268000,-0.009914,0.000000,0
1760390615338991590,2025-10-13T21:23:35.339Z,0.031000,-0.269000,-0.010052,0.000000,0
1760390615439831279,2025-10-13T21:23:35.439Z,0.033000,-0.267000,0.019833,0.904670,0
1760390615538728271,2025-10-13T21:23:35.538Z,0.031000,-0.269000,-0.020223,-1.217039,0
1760390615637676106,2025-10-13T21:23:35.637Z,0.035000,-0.265000,0.040425,1.591485,0
1760390615737095244,2025-10-13T21:23:35.737Z,0.031000,-0.269000,-0.040234,-1.629527,0
1760390615837819302,2025-10-13T21:23:35.837Z,0.033000,-0.267000,0.019856,0.685174,0
1760390615939437467,2025-10-13T21:23:35.939Z,0.029000,-0.271000,-0.039363,-1.445155,0
1760390616037692289,2025-10-13T21:23:36.037Z,0.033000,-0.267000,0.040710,1.357145,0
1760390616137521169,2025-10-13T21:23:36.137Z,0.030000,-0.270000,-0.030051,-1.061892,0
1760390616237115728,2025-10-13T21:23:36.237Z,0.032000,-0.268000,0.020081,0.668536,0
1760390616337251178,2025-10-13T21:23:36.337Z,0.029000,-0.271000,-0.029959,-1.049820,0
1760390616437109962,2025-10-13T21:23:36.437Z,0.032000,-0.268000,0.030042,1.022261,0
1760390616537152914,2025-10-13T21:23:36.537Z,0.032000,-0.268000,0.000000,-0.045856,0
