time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760392337023723160,2025-10-13T21:52:17.023Z,0.507000,0.207000,0.000000,0.000000,0
1760392337123299491,2025-10-13T21:52:17.123Z,0.527000,0.227000,0.200851,0.000000,0
1760392337225309647,2025-10-13T21:52:17.225Z,0.538000,0.238000,0.107832,0.000000,0
1760392337323995496,2025-10-13T21:52:17.324Z,0.545000,0.245000,0.070932,0.000000,0
1760392337423600311,2025-10-13T21:52:17.423Z,0.537000,0.237000,-0.080318,0.000000,0
1760392337523291030,2025-10-13T21:52:17.523Z,0.537000,0.237000,0.000000,-0.506374,0
1760392337622227868,2025-10-13T21:52:17.622Z,0.534000,0.234000,-0.030323,-0.724427,0
1760392337723214513,2025-10-13T21:52:17.723Z,0.561000,0.261000,0.267362,1.676870,0
1760392337822501658,2025-10-13T21:52:17.822Z,0.580000,0.280000,0.191364,0.927225,0
1760392337924436144,2025-10-13T21:52:17.924Z,0.601000,0.301000,0.206015,0.945530,0
1760392338022382284,2025-10-13T21:52:18.022Z,0.612000,0.312000,0.112306,0.152112,0
1760392338123176523,2025-10-13T21:52:18.123Z,0.606000,0.306000,-0.059527,-1.213852,0
1760392338222403028,2025-10-13T21:52:18.222Z,0.592000,0.292000,-0.141091,-1.612824,0
1760392338322356751,2025-10-13T21:52:18.322Z,0.571000,0.271000,-0.210098,-1.785030,0
1760392338421868477,2025-10-13T21:52:18.422Z,0.553000,0.253000,-0.180883,-1.409934,0
1760392338521675652,2025-10-13T21:52:18.521Z,0.538000,0.238000,-0.150290,-1.116894,0
1760392338622286450,2025-10-13T21:52:18.622Z,0.528000,0.228000,-0.099393,-0.745150,0
1760392338722685604,2025-10-13T21:52:18.722Z,0.529000,0.229000,0.009960,-0.013563,0
1760392338822164649,2025-10-13T21:52:18.822Z,0.530000,0.230000,0.010052,-0.012602,0
1760392338922747387,2025-10-13T21:52:18.922Z,0.529000,0.229000,-0.009942,-0.150612,0
1760392339023728982,2025-10-13T21:52:19.023Z,0.537000,0.237000,0.079223,0.467077,0
1760392339122720542,2025-10-13T21:52:19.122Z,0.540000,0.240000,0.030306,0.184030,0
1760392339222618001,2025-10-13T21:52:19.222Z,0.539000,0.239000,-0.010011,-0.079823,0
1760392339321761058,2025-10-13T21:52:19.321Z,0.542000,0.242000,0.030260,0.249902,0
1760392339422072098,2025-10-13T21:52:19.422Z,0.539000,0.239000,-0.029907,-0.241627,0
1760392339522397138,2025-10-13T21:52:19.522Z,0.539000,0.239000,0.000000,-0.006059,0
1760392339621930922,2025-10-13T21:52:19.622Z,0.531000,0.231000,-0.080374,-0.613947,0
1760392339720771694,2025-10-13T21:52:19.720Z,0.530000,0.230000,-0.010118,0.049304,0
1760392339821330614,2025-10-13T21:52:19.821Z,0.528000,0.228000,-0.019889,0.062733,0
1760392339921151913,2025-10-13T21:52:19.921Z,0.528000,0.228000,0.000000,0.432431,0
1760392340021136315,2025-10-13T21:52:20.021Z,0.527000,0.227000,-0.010001,0.422587,0
1760392340123060062,2025-10-13T21:52:20.123Z,0.528000,0.228000,0.009811,0.628433,0
1760392340221861148,2025-10-13T21:52:20.222Z,0.527000,0.227000,-0.010121,0.302320,0
1760392340320940673,2025-10-13T21:52:20.321Z,0.530000,0.230000,0.030278,0.812760,0
1760392340420301595,2025-10-13T21:52:20.420Z,0.523000,0.223000,-0.070450,-1.075090,0
1760392340522582983,2025-10-13T21:52:20.522Z,0.523000,0.223000,0.000000,0.185204,0
1760392340620187478,2025-10-13T21:52:20.620Z,0.519000,0.219000,-0.040982,-1.028131,0
1760392340720363358,2025-10-13T21:52:20.720Z,0.521000,0.221000,0.019965,0.674389,0
1760392340820105776,2025-10-13T21:52:20.820Z,0.521000,0.221000,0.000000,0.129373,0
1760392340920716165,2025-10-13T21:52:20.920Z,0.520000,0.220000,-0.009940,-0.150327,0
1760392341020503648,2025-10-13T21:52:21.020Z,0.520000,0.220000,0.000000,0.288881,0
