time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760382807295345991,2025-10-13T19:13:27.295Z,0.594000,0.294000,0.000000,0.000000,0
1760382807396173451,2025-10-13T19:13:27.396Z,0.581000,0.281000,-0.128933,0.000000,0
1760382807494360323,2025-10-13T19:13:27.494Z,0.541000,0.241000,-0.407386,0.000000,0
1760382807594594285,2025-10-13T19:13:27.594Z,0.501000,0.201000,-0.399067,0.000000,0
1760382807694297000,2025-10-13T19:13:27.694Z,0.463000,0.163000,-0.381133,0.000000,0
1760382807794334158,2025-10-13T19:13:27.794Z,0.445000,0.145000,-0.179933,0.406225,0
1760382807894570825,2025-10-13T19:13:27.894Z,0.453000,0.153000,0.079811,1.413437,0
1760382807994360635,2025-10-13T19:13:27.994Z,0.465000,0.165000,0.120253,1.299726,0
1760382808095168327,2025-10-13T19:13:28.095Z,0.482000,0.182000,0.168638,1.271667,0
1760382808193936930,2025-10-13T19:13:28.194Z,0.493000,0.193000,0.111371,0.924430,0
1760382808295650463,2025-10-13T19:13:28.295Z,0.509000,0.209000,0.157305,1.014132,0
1760382808393585786,2025-10-13T19:13:28.393Z,0.514000,0.214000,0.051054,0.527492,0
1760382808494350200,2025-10-13T19:13:28.494Z,0.517000,0.217000,0.029773,0.413909,0
1760382808593419496,2025-10-13T19:13:28.593Z,0.526000,0.226000,0.090846,0.660336,0
1760382808693927417,2025-10-13T19:13:28.694Z,0.523000,0.223000,-0.029849,0.087957,0
1760382808794033348,2025-10-13T19:13:28.794Z,0.532000,0.232000,0.089905,0.644486,0
1760382808894885364,2025-10-13T19:13:28.894Z,0.538000,0.238000,0.059493,0.475302,0
1760382808994972258,2025-10-13T19:13:28.995Z,0.548000,0.248000,0.099913,0.655108,0
1760382809094443008,2025-10-13T19:13:29.094Z,0.546000,0.246000,-0.020106,0.029876,0
1760382809194594874,2025-10-13T19:13:29.194Z,0.536000,0.236000,-0.099848,-0.385921,0
1760382809294115030,2025-10-13T19:13:29.294Z,0.535000,0.235000,-0.010048,0.108769,0
