time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760457736498382209,2025-10-14T16:02:16.498Z,0.015000,-0.485000,0.000000,0.000000,0
1760457736598585373,2025-10-14T16:02:16.598Z,0.040050,-0.459950,0.249992,0.000000,0
1760457736698095349,2025-10-14T16:02:16.698Z,0.071383,-0.428617,0.314878,0.000000,0
1760457736798231057,2025-10-14T16:02:16.798Z,0.106175,-0.393825,0.347448,0.000000,0
1760457736899517022,2025-10-14T16:02:16.899Z,0.142345,-0.357655,0.357099,0.000000,0
1760457736999329713,2025-10-14T16:02:16.999Z,0.178393,-0.321607,0.361157,0.641188,0
1760457737099569229,2025-10-14T16:02:17.099Z,0.213274,-0.286726,0.347985,0.500671,0
1760457737198161648,2025-10-14T16:02:17.198Z,0.246293,-0.253707,0.334905,0.374104,0
1760457737299566490,2025-10-14T16:02:17.299Z,0.277018,-0.222982,0.302989,0.107256,0
1760457737399253161,2025-10-14T16:02:17.399Z,0.305215,-0.194785,0.282853,-0.065596,0
1760457737498378719,2025-10-14T16:02:17.498Z,0.330796,-0.169204,0.258069,-0.281725,0
1760457737599514140,2025-10-14T16:02:17.599Z,0.353779,-0.146221,0.227250,-0.550574,0
1760457737699700013,2025-10-14T16:02:17.699Z,0.374254,-0.125746,0.204367,-0.733939,0
1760457737798044829,2025-10-14T16:02:17.798Z,0.392358,-0.107642,0.184094,-0.880200,0
1760457737898256555,2025-10-14T16:02:17.898Z,0.408261,-0.091739,0.158689,-1.057699,0
1760457737998176586,2025-10-14T16:02:17.998Z,0.422145,-0.077855,0.138951,-1.162104,0
1760457738098383203,2025-10-14T16:02:18.098Z,0.434199,-0.065801,0.120296,-1.242979,0
1760457738199379003,2025-10-14T16:02:18.199Z,0.444611,-0.055389,0.103095,-1.300507,0
1760457738298028470,2025-10-14T16:02:18.298Z,0.453561,-0.046439,0.090727,-1.311855,0
1760457738398202241,2025-10-14T16:02:18.398Z,0.461220,-0.038780,0.076450,-1.339028,0
1760457738498295386,2025-10-14T16:02:18.498Z,0.467744,-0.032256,0.065181,-1.559952,0
1760457738598390820,2025-10-14T16:02:18.598Z,0.473278,-0.026722,0.055293,-1.467467,0
1760457738699595571,2025-10-14T16:02:18.699Z,0.477954,-0.022046,0.046202,-1.381323,0
1760457738799747297,2025-10-14T16:02:18.799Z,0.481889,-0.018111,0.039285,-1.303183,0
1760457738899736142,2025-10-14T16:02:18.899Z,0.485186,-0.014814,0.032978,-1.241675,0
1760457738999878189,2025-10-14T16:02:19.000Z,0.487939,-0.012061,0.027487,-1.195034,0
1760457739098579295,2025-10-14T16:02:19.098Z,0.490228,-0.009772,0.023188,-1.152473,0
1760457739198258457,2025-10-14T16:02:19.198Z,0.492123,-0.007877,0.019013,-1.126360,0
1760457739298215341,2025-10-14T16:02:19.298Z,0.493686,-0.006314,0.015637,-1.095927,0
1760457739398498457,2025-10-14T16:02:19.398Z,0.494969,-0.005031,0.012799,-1.073008,0
1760457739498377707,2025-10-14T16:02:19.498Z,0.496019,-0.003981,0.010506,-1.053950,0
1760457739598111697,2025-10-14T16:02:19.598Z,0.496873,-0.003127,0.008563,-1.031903,0
1760457739698229757,2025-10-14T16:02:19.698Z,0.497564,-0.002436,0.006908,-1.013952,0
1760457739798052314,2025-10-14T16:02:19.798Z,0.498122,-0.001878,0.005582,-1.002586,0
1760457739898256358,2025-10-14T16:02:19.898Z,0.498568,-0.001432,0.004455,-0.988566,0
1760457739999223891,2025-10-14T16:02:19.999Z,0.498923,-0.001077,0.003520,-0.976617,0
1760457740098275946,2025-10-14T16:02:20.098Z,0.499205,-0.000795,0.002838,-0.962272,0
1760457740198229510,2025-10-14T16:02:20.198Z,0.499425,-0.000575,0.002207,-0.948131,0
1760457740299540349,2025-10-14T16:02:20.299Z,0.499597,-0.000403,0.001695,-0.941517,0
1760457740399710603,2025-10-14T16:02:20.399Z,0.499729,-0.000271,0.001321,-0.929975,0
1760457740499864359,2025-10-14T16:02:20.500Z,0.499830,-0.000170,0.001006,-0.919944,0
1760457740599423515,2025-10-14T16:02:20.599Z,0.499905,-0.000095,0.000759,-0.910101,0
1760457740699330900,2025-10-14T16:02:20.699Z,0.499961,-0.000039,0.000558,-0.897130,0
1760457740799188717,2025-10-14T16:02:20.799Z,0.500001,0.000001,0.000403,-0.885864,0
1760457740899270923,2025-10-14T16:02:20.899Z,0.500030,0.000030,0.000281,-0.874697,0
1760457740999274100,2025-10-14T16:02:20.999Z,0.500048,0.000048,0.000188,-0.862154,0
1760457741099224101,2025-10-14T16:02:21.099Z,0.500060,0.000060,0.000117,-0.853822,0
1760457741198150148,2025-10-14T16:02:21.198Z,0.500066,0.000066,0.000065,-0.843152,0
1760457741299529435,2025-10-14T16:02:21.299Z,0.500069,0.000069,0.000024,-0.832248,0
1760457741399465100,2025-10-14T16:02:21.399Z,0.500069,0.000069,-0.000003,-0.819030,0
1760457741498189136,2025-10-14T16:02:21.498Z,0.500066,0.000066,-0.000024,-0.806636,0
1760457741599338401,2025-10-14T16:02:21.599Z,0.500063,0.000063,-0.000035,-0.793218,0
1760457741699456899,2025-10-14T16:02:21.699Z,0.500058,0.000058,-0.000043,-0.778438,0
1760457741799159622,2025-10-14T16:02:21.799Z,0.500053,0.000053,-0.000048,-0.763789,0
1760457741898068756,2025-10-14T16:02:21.898Z,0.500048,0.000048,-0.000051,-0.747030,0
1760457741998005096,2025-10-14T16:02:21.998Z,0.500044,0.000044,-0.000050,-0.724362,0
1760457742099723087,2025-10-14T16:02:22.099Z,0.500039,0.000039,-0.000047,-0.703340,0
1760457742198367742,2025-10-14T16:02:22.198Z,0.500034,0.000034,-0.000045,-0.681026,0
1760457742298014509,2025-10-14T16:02:22.298Z,0.500030,0.000030,-0.000042,-0.648775,0
1760457742398132880,2025-10-14T16:02:22.398Z,0.500026,0.000026,-0.000038,-0.611965,0
1760457742498023439,2025-10-14T16:02:22.498Z,0.500023,0.000023,-0.000035,-0.567942,0
1760457742599432117,2025-10-14T16:02:22.599Z,0.500020,0.000020,-0.000031,-0.513793,0
1760457742698376826,2025-10-14T16:02:22.698Z,0.500017,0.000017,-0.000028,-0.442009,0
1760457742798357523,2025-10-14T16:02:22.798Z,0.500014,0.000014,-0.000024,-0.344320,0
1760457742899458281,2025-10-14T16:02:22.899Z,0.500012,0.000012,-0.000021,-0.201742,0
1760457742999451104,2025-10-14T16:02:22.999Z,0.500010,0.000010,-0.000019,-0.003872,0
1760457743099030122,2025-10-14T16:02:23.099Z,0.500009,0.000009,-0.000016,0.336048,0
1760457743198049789,2025-10-14T16:02:23.198Z,0.500007,0.000007,-0.000014,0.848006,0
1760457743297995422,2025-10-14T16:02:23.298Z,0.500006,0.000006,-0.000013,1.325363,0
1760457743398188042,2025-10-14T16:02:23.398Z,0.500005,0.000005,-0.000010,1.596300,0
1760457743498076587,2025-10-14T16:02:23.498Z,0.500004,0.000004,-0.000009,1.533989,0
1760457743598051283,2025-10-14T16:02:23.598Z,0.500004,0.000004,-0.000007,1.468500,0
