time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760456940031469698,2025-10-14T15:49:00.031Z,0.015000,-0.485000,0.000000,0.000000,0
1760456940132909759,2025-10-14T15:49:00.133Z,0.040050,-0.459950,0.246944,0.000000,0
1760456940231578179,2025-10-14T15:49:00.231Z,0.071383,-0.428617,0.317564,0.000000,0
1760456940331567298,2025-10-14T15:49:00.331Z,0.106175,-0.393825,0.347957,0.000000,0
1760456940431502218,2025-10-14T15:49:00.431Z,0.142345,-0.357655,0.361927,0.000000,0
1760456940531553049,2025-10-14T15:49:00.531Z,0.178393,-0.321607,0.360297,0.626409,0
1760456940631405035,2025-10-14T15:49:00.631Z,0.213274,-0.286726,0.349336,0.502008,0
1760456940731474929,2025-10-14T15:49:00.731Z,0.246293,-0.253707,0.329960,0.331937,0
1760456940831506368,2025-10-14T15:49:00.831Z,0.277018,-0.222982,0.307149,0.138503,0
1760456940932677553,2025-10-14T15:49:00.932Z,0.305215,-0.194785,0.278702,-0.104085,0
1760456941032740684,2025-10-14T15:49:01.032Z,0.330796,-0.169204,0.255651,-0.302019,0
1760456941132650803,2025-10-14T15:49:01.132Z,0.353779,-0.146221,0.230037,-0.521475,0
1760456941231518587,2025-10-14T15:49:01.231Z,0.374254,-0.125746,0.207092,-0.707665,0
1760456941333020211,2025-10-14T15:49:01.333Z,0.392358,-0.107642,0.178369,-0.932110,0
1760456941431507296,2025-10-14T15:49:01.431Z,0.408261,-0.091739,0.161468,-1.026438,0
1760456941531454566,2025-10-14T15:49:01.531Z,0.422145,-0.077855,0.138913,-1.159438,0
1760456941631485083,2025-10-14T15:49:01.631Z,0.434199,-0.065801,0.120508,-1.238243,0
1760456941731591019,2025-10-14T15:49:01.731Z,0.444611,-0.055389,0.104011,-1.290536,0
1760456941831471263,2025-10-14T15:49:01.831Z,0.453561,-0.046439,0.089609,-1.319604,0
1760456941931612417,2025-10-14T15:49:01.931Z,0.461220,-0.038780,0.076474,-1.336325,0
1760456942031486860,2025-10-14T15:49:02.031Z,0.467744,-0.032256,0.065324,-1.555518,0
1760456942131466480,2025-10-14T15:49:02.131Z,0.473278,-0.026722,0.055357,-1.465202,0
1760456942233103531,2025-10-14T15:49:02.233Z,0.477954,-0.022046,0.046006,-1.381686,0
1760456942331435946,2025-10-14T15:49:02.331Z,0.481889,-0.018111,0.040012,-1.296561,0
1760456942431746635,2025-10-14T15:49:02.431Z,0.485186,-0.014814,0.032873,-1.244778,0
1760456942531644568,2025-10-14T15:49:02.531Z,0.487939,-0.012061,0.027554,-1.196525,0
1760456942631592813,2025-10-14T15:49:02.631Z,0.490228,-0.009772,0.022899,-1.158712,0
1760456942731663292,2025-10-14T15:49:02.731Z,0.492123,-0.007877,0.018939,-1.126966,0
1760456942831624166,2025-10-14T15:49:02.831Z,0.493686,-0.006314,0.015636,-1.099790,0
1760456942931641248,2025-10-14T15:49:02.931Z,0.494969,-0.005031,0.012833,-1.073141,0
1760456943031579875,2025-10-14T15:49:03.031Z,0.496019,-0.003981,0.010500,-1.051423,0
1760456943131601983,2025-10-14T15:49:03.131Z,0.496873,-0.003127,0.008538,-1.032414,0
1760456943231621824,2025-10-14T15:49:03.231Z,0.497564,-0.002436,0.006915,-1.018637,0
1760456943331549825,2025-10-14T15:49:03.331Z,0.498122,-0.001878,0.005576,-0.998490,0
1760456943431654460,2025-10-14T15:49:03.431Z,0.498568,-0.001432,0.004459,-0.988135,0
1760456943531597564,2025-10-14T15:49:03.531Z,0.498923,-0.001077,0.003556,-0.975023,0
1760456943631559004,2025-10-14T15:49:03.631Z,0.499205,-0.000795,0.002812,-0.962680,0
1760456943731632042,2025-10-14T15:49:03.731Z,0.499425,-0.000575,0.002205,-0.950756,0
1760456943832989115,2025-10-14T15:49:03.833Z,0.499597,-0.000403,0.001694,-0.940790,0
1760456943931711701,2025-10-14T15:49:03.931Z,0.499729,-0.000271,0.001340,-0.927815,0
1760456944031597322,2025-10-14T15:49:04.031Z,0.499830,-0.000170,0.001008,-0.918634,0
1760456944131572849,2025-10-14T15:49:04.131Z,0.499905,-0.000095,0.000756,-0.908864,0
1760456944232904294,2025-10-14T15:49:04.233Z,0.499961,-0.000039,0.000550,-0.893955,0
1760456944332691308,2025-10-14T15:49:04.332Z,0.500001,0.000001,0.000403,-0.886866,0
1760456944431773910,2025-10-14T15:49:04.431Z,0.500030,0.000030,0.000283,-0.875464,0
1760456944532836411,2025-10-14T15:49:04.533Z,0.500048,0.000048,0.000186,-0.865650,0
1760456944632731719,2025-10-14T15:49:04.632Z,0.500060,0.000060,0.000117,-0.854705,0
1760456944732787880,2025-10-14T15:49:04.732Z,0.500066,0.000066,0.000064,-0.843284,0
1760456944832862134,2025-10-14T15:49:04.833Z,0.500069,0.000069,0.000024,-0.831987,0
1760456944932306773,2025-10-14T15:49:04.932Z,0.500069,0.000069,-0.000003,-0.819614,0
1760456945032776151,2025-10-14T15:49:05.032Z,0.500066,0.000066,-0.000023,-0.807175,0
1760456945132603863,2025-10-14T15:49:05.132Z,0.500063,0.000063,-0.000036,-0.793382,0
1760456945232718394,2025-10-14T15:49:05.232Z,0.500058,0.000058,-0.000043,-0.778430,0
1760456945331464126,2025-10-14T15:49:05.331Z,0.500053,0.000053,-0.000049,-0.763446,0
1760456945432767347,2025-10-14T15:49:05.432Z,0.500048,0.000048,-0.000049,-0.744868,0
1760456945532876770,2025-10-14T15:49:05.533Z,0.500044,0.000044,-0.000049,-0.725892,0
1760456945632765657,2025-10-14T15:49:05.632Z,0.500039,0.000039,-0.000048,-0.704278,0
1760456945732756862,2025-10-14T15:49:05.732Z,0.500034,0.000034,-0.000045,-0.678597,0
1760456945832707455,2025-10-14T15:49:05.832Z,0.500030,0.000030,-0.000042,-0.645854,0
1760456945932107016,2025-10-14T15:49:05.932Z,0.500026,0.000026,-0.000038,-0.612545,0
1760456946032568202,2025-10-14T15:49:06.032Z,0.500023,0.000023,-0.000034,-0.567982,0
1760456946132604749,2025-10-14T15:49:06.132Z,0.500020,0.000020,-0.000032,-0.517447,0
1760456946232547277,2025-10-14T15:49:06.232Z,0.500017,0.000017,-0.000027,-0.439600,0
1760456946331536542,2025-10-14T15:49:06.331Z,0.500014,0.000014,-0.000025,-0.346540,0
1760456946431494930,2025-10-14T15:49:06.431Z,0.500012,0.000012,-0.000021,-0.204847,0
1760456946531407305,2025-10-14T15:49:06.531Z,0.500010,0.000010,-0.000019,-0.003682,0
1760456946631507439,2025-10-14T15:49:06.631Z,0.500009,0.000009,-0.000016,0.341198,0
1760456946731652181,2025-10-14T15:49:06.731Z,0.500007,0.000007,-0.000014,0.853680,0
1760456946831816646,2025-10-14T15:49:06.831Z,0.500006,0.000006,-0.000012,1.328247,0
1760456946931899565,2025-10-14T15:49:06.932Z,0.500005,0.000005,-0.000010,1.596772,0
1760456947031535878,2025-10-14T15:49:07.031Z,0.500004,0.000004,-0.000009,1.536434,0
1760456947131488323,2025-10-14T15:49:07.131Z,0.500004,0.000004,-0.000007,1.471190,0
1760456947231934086,2025-10-14T15:49:07.232Z,0.500003,0.000003,-0.000007,1.350624,0
1760456947331602830,2025-10-14T15:49:07.331Z,0.500002,0.000002,-0.000005,1.324151,0
1760456947431727009,2025-10-14T15:49:07.431Z,0.500002,0.000002,-0.000005,1.214882,0
1760456947531512168,2025-10-14T15:49:07.531Z,0.500002,0.000002,-0.000004,1.197717,0
1760456947631473644,2025-10-14T15:49:07.631Z,0.500001,0.000001,-0.000003,1.158754,0
1760456947731453711,2025-10-14T15:49:07.731Z,0.500001,0.000001,-0.000002,1.130010,0
1760456947832614089,2025-10-14T15:49:07.832Z,0.500001,0.000001,-0.000002,1.069699,0
1760456947932342909,2025-10-14T15:49:07.932Z,0.500001,0.000001,-0.000002,1.063116,0
1760456948032753908,2025-10-14T15:49:08.032Z,0.500001,0.000001,-0.000001,1.067506,0
1760456948132793378,2025-10-14T15:49:08.132Z,0.500000,0.000000,-0.000001,1.023715,0
1760456948231510828,2025-10-14T15:49:08.231Z,0.500000,0.000000,-0.000001,0.974814,0
1760456948332766584,2025-10-14T15:49:08.333Z,0.500000,0.000000,-0.000001,1.021966,0
1760456948431513905,2025-10-14T15:49:08.431Z,0.500000,0.000000,-0.000001,0.981368,0
1760456948531584388,2025-10-14T15:49:08.531Z,0.500000,0.000000,-0.000001,0.952657,0
1760456948631419711,2025-10-14T15:49:08.631Z,0.500000,0.000000,0.000000,1.044954,0
1760456948732611303,2025-10-14T15:49:08.732Z,0.500000,0.000000,-0.000001,0.860411,0
1760456948831422241,2025-10-14T15:49:08.831Z,0.500000,0.000000,0.000000,1.008957,0
1760456948931510110,2025-10-14T15:49:08.931Z,0.500000,0.000000,0.000000,0.978525,0
1760456949031364251,2025-10-14T15:49:09.031Z,0.500000,0.000000,-0.000001,0.712445,0
1760456949132720908,2025-10-14T15:49:09.132Z,0.500000,0.000000,0.000000,0.954488,0
1760456949231563099,2025-10-14T15:49:09.231Z,0.500000,0.000000,0.000000,0.947182,0
1760456949331581041,2025-10-14T15:49:09.331Z,0.500000,0.000000,0.000000,0.898377,0
1760456949431435294,2025-10-14T15:49:09.431Z,0.500000,0.000000,0.000000,0.895000,0
1760456949531561689,2025-10-14T15:49:09.531Z,0.500000,0.000000,0.000000,0.863097,0
1760456949631674645,2025-10-14T15:49:09.631Z,0.500000,0.000000,0.000000,0.825958,0
1760456949733059594,2025-10-14T15:49:09.733Z,0.500000,0.000000,0.000000,0.774174,0
1760456949832390436,2025-10-14T15:49:09.832Z,0.500000,0.000000,0.000000,0.757079,0
1760456949932850528,2025-10-14T15:49:09.933Z,0.500000,0.000000,0.000000,0.723555,0
1760456950033098189,2025-10-14T15:49:10.033Z,0.500000,0.000000,0.000000,0.654253,0
1760456950132878221,2025-10-14T15:49:10.133Z,0.500000,0.000000,0.000000,0.594108,0
1760456950231512656,2025-10-14T15:49:10.231Z,0.500000,0.000000,0.000000,0.562699,0
1760456950331574098,2025-10-14T15:49:10.331Z,0.500000,0.000000,0.000000,0.487317,0
1760456950432905549,2025-10-14T15:49:10.433Z,0.500000,0.000000,0.000000,0.409439,0
1760456950532805927,2025-10-14T15:49:10.532Z,0.500000,0.000000,0.000000,0.324885,0
1760456950632664401,2025-10-14T15:49:10.632Z,0.500000,0.000000,0.000000,0.324885,0
1760456950732493921,2025-10-14T15:49:10.732Z,0.500000,0.000000,0.000000,0.223607,0
1760456950832973477,2025-10-14T15:49:10.833Z,0.500000,0.000000,0.000000,0.223607,0
1760456950932461227,2025-10-14T15:49:10.932Z,0.500000,0.000000,0.000000,0.223607,0
1760456951031905808,2025-10-14T15:49:11.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456951131686538,2025-10-14T15:49:11.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456951231634567,2025-10-14T15:49:11.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456951331613552,2025-10-14T15:49:11.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456951431661592,2025-10-14T15:49:11.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456951531628784,2025-10-14T15:49:11.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456951631656662,2025-10-14T15:49:11.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456951731659572,2025-10-14T15:49:11.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456951831590972,2025-10-14T15:49:11.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456951931680777,2025-10-14T15:49:11.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456952031548893,2025-10-14T15:49:12.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456952131615413,2025-10-14T15:49:12.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456952231588283,2025-10-14T15:49:12.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456952331610489,2025-10-14T15:49:12.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456952431611201,2025-10-14T15:49:12.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456952531572717,2025-10-14T15:49:12.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456952631695704,2025-10-14T15:49:12.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456952731558411,2025-10-14T15:49:12.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456952832200954,2025-10-14T15:49:12.832Z,0.500000,0.000000,0.000000,0.000000,0
1760456952931608711,2025-10-14T15:49:12.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456953031684670,2025-10-14T15:49:13.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456953131628305,2025-10-14T15:49:13.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456953231721672,2025-10-14T15:49:13.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456953331676460,2025-10-14T15:49:13.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456953431636660,2025-10-14T15:49:13.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456953531668354,2025-10-14T15:49:13.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456953631645086,2025-10-14T15:49:13.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456953731677648,2025-10-14T15:49:13.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456953831705677,2025-10-14T15:49:13.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456953931504533,2025-10-14T15:49:13.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456954031417678,2025-10-14T15:49:14.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456954131489437,2025-10-14T15:49:14.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456954231488054,2025-10-14T15:49:14.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456954331445276,2025-10-14T15:49:14.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456954431443485,2025-10-14T15:49:14.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456954531605341,2025-10-14T15:49:14.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456954631438103,2025-10-14T15:49:14.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456954731591823,2025-10-14T15:49:14.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456954831527981,2025-10-14T15:49:14.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456954931414485,2025-10-14T15:49:14.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456955031523825,2025-10-14T15:49:15.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456955131532380,2025-10-14T15:49:15.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456955231483800,2025-10-14T15:49:15.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456955331530829,2025-10-14T15:49:15.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456955431590476,2025-10-14T15:49:15.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456955531465731,2025-10-14T15:49:15.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456955631554744,2025-10-14T15:49:15.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456955731489730,2025-10-14T15:49:15.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456955831404963,2025-10-14T15:49:15.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456955931484920,2025-10-14T15:49:15.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456956031615712,2025-10-14T15:49:16.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456956131628625,2025-10-14T15:49:16.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456956231519269,2025-10-14T15:49:16.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456956331695227,2025-10-14T15:49:16.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456956431595528,2025-10-14T15:49:16.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456956531566025,2025-10-14T15:49:16.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456956631564013,2025-10-14T15:49:16.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456956731774589,2025-10-14T15:49:16.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456956831550430,2025-10-14T15:49:16.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456956931566503,2025-10-14T15:49:16.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456957031527661,2025-10-14T15:49:17.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456957131508333,2025-10-14T15:49:17.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456957233826106,2025-10-14T15:49:17.233Z,0.500000,0.000000,0.000000,0.000000,0
1760456957331634924,2025-10-14T15:49:17.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456957431730681,2025-10-14T15:49:17.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456957531613165,2025-10-14T15:49:17.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456957631582686,2025-10-14T15:49:17.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456957731660271,2025-10-14T15:49:17.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456957831443626,2025-10-14T15:49:17.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456957931602501,2025-10-14T15:49:17.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456958031506629,2025-10-14T15:49:18.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456958131657002,2025-10-14T15:49:18.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456958231478969,2025-10-14T15:49:18.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456958331585634,2025-10-14T15:49:18.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456958431581590,2025-10-14T15:49:18.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456958531591349,2025-10-14T15:49:18.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456958632022766,2025-10-14T15:49:18.632Z,0.500000,0.000000,0.000000,0.000000,0
1760456958731585914,2025-10-14T15:49:18.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456958831671203,2025-10-14T15:49:18.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456958931586521,2025-10-14T15:49:18.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456959031803511,2025-10-14T15:49:19.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456959131586993,2025-10-14T15:49:19.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456959231612218,2025-10-14T15:49:19.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456959331558619,2025-10-14T15:49:19.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456959431581080,2025-10-14T15:49:19.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456959531485693,2025-10-14T15:49:19.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456959631357223,2025-10-14T15:49:19.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456959731375418,2025-10-14T15:49:19.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456959831400153,2025-10-14T15:49:19.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456959931359090,2025-10-14T15:49:19.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456960031460221,2025-10-14T15:49:20.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456960131416364,2025-10-14T15:49:20.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456960231470598,2025-10-14T15:49:20.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456960331404649,2025-10-14T15:49:20.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456960431448404,2025-10-14T15:49:20.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456960531544103,2025-10-14T15:49:20.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456960631566625,2025-10-14T15:49:20.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456960731434736,2025-10-14T15:49:20.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456960831439647,2025-10-14T15:49:20.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456960931469079,2025-10-14T15:49:20.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456961031571568,2025-10-14T15:49:21.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456961131469033,2025-10-14T15:49:21.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456961231738873,2025-10-14T15:49:21.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456961331901995,2025-10-14T15:49:21.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456961431429570,2025-10-14T15:49:21.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456961531632365,2025-10-14T15:49:21.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456961631479491,2025-10-14T15:49:21.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456961731475286,2025-10-14T15:49:21.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456961831344266,2025-10-14T15:49:21.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456961931382794,2025-10-14T15:49:21.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456962031485673,2025-10-14T15:49:22.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456962131404965,2025-10-14T15:49:22.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456962231454753,2025-10-14T15:49:22.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456962331413553,2025-10-14T15:49:22.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456962431462080,2025-10-14T15:49:22.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456962531411448,2025-10-14T15:49:22.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456962631459997,2025-10-14T15:49:22.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456962731660162,2025-10-14T15:49:22.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456962831474879,2025-10-14T15:49:22.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456962931463809,2025-10-14T15:49:22.931Z,0.500000,0.000000,0.000000,0.000000,0
1760456963031510261,2025-10-14T15:49:23.031Z,0.500000,0.000000,0.000000,0.000000,0
1760456963131471449,2025-10-14T15:49:23.131Z,0.500000,0.000000,0.000000,0.000000,0
1760456963231557776,2025-10-14T15:49:23.231Z,0.500000,0.000000,0.000000,0.000000,0
1760456963331693184,2025-10-14T15:49:23.331Z,0.500000,0.000000,0.000000,0.000000,0
1760456963431472580,2025-10-14T15:49:23.431Z,0.500000,0.000000,0.000000,0.000000,0
1760456963531494105,2025-10-14T15:49:23.531Z,0.500000,0.000000,0.000000,0.000000,0
1760456963631478511,2025-10-14T15:49:23.631Z,0.500000,0.000000,0.000000,0.000000,0
1760456963731534762,2025-10-14T15:49:23.731Z,0.500000,0.000000,0.000000,0.000000,0
1760456963831516299,2025-10-14T15:49:23.831Z,0.500000,0.000000,0.000000,0.000000,0
1760456963931504791,2025-10-14T15:49:23.931Z,0.500000,0.000000,0.000000,0.000000,0
