time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760818241237873461,2025-10-18T20:10:41.238Z,0.638000,0.138000,0.000000,0.000000,0
1760818241337922920,2025-10-18T20:10:41.337Z,0.639000,0.139000,0.009995,0.000000,0
1760818241437373407,2025-10-18T20:10:41.437Z,0.598000,0.098000,-0.412266,0.000000,0
1760818241536654149,2025-10-18T20:10:41.536Z,0.546000,0.046000,-0.523767,0.000000,0
1760818241636328595,2025-10-18T20:10:41.636Z,0.509000,0.009000,-0.371208,0.000000,0
1760818241737738590,2025-10-18T20:10:41.737Z,0.496000,-0.004000,-0.128193,0.479686,0
1760818241836993114,2025-10-18T20:10:41.837Z,0.492000,-0.008000,-0.040300,0.764741,0
1760818241936615674,2025-10-18T20:10:41.936Z,0.501000,0.001000,0.090341,1.137761,0
1760818242037739230,2025-10-18T20:10:42.037Z,0.512000,0.012000,0.108778,1.061540,0
1760818242136776980,2025-10-18T20:10:42.136Z,0.522000,0.022000,0.100972,0.927987,0
1760818242236386792,2025-10-18T20:10:42.236Z,0.530000,0.030000,0.080313,0.777585,0
1760818242336657543,2025-10-18T20:10:42.336Z,0.535000,0.035000,0.049866,0.608889,0
1760818242437283114,2025-10-18T20:10:42.437Z,0.538000,0.038000,0.029813,0.495018,0
1760818242537023397,2025-10-18T20:10:42.537Z,0.543000,0.043000,0.050130,0.561642,0
1760818242635896392,2025-10-18T20:10:42.635Z,0.542000,0.042000,-0.010114,0.266428,0
1760818242736824565,2025-10-18T20:10:42.736Z,0.539000,0.039000,-0.029724,0.164945,0
1760818242837832329,2025-10-18T20:10:42.837Z,0.538000,0.038000,-0.009900,0.257606,0
1760818242936607850,2025-10-18T20:10:42.936Z,0.533000,0.033000,-0.050620,0.043363,0
1760818243036565698,2025-10-18T20:10:43.036Z,0.537000,0.037000,0.040017,0.514737,0
1760818243136291162,2025-10-18T20:10:43.136Z,0.537000,0.037000,0.000000,0.286686,0
1760818243239859494,2025-10-18T20:10:43.239Z,0.538000,0.038000,0.009655,0.338154,0
1760818243340746038,2025-10-18T20:10:43.340Z,0.535000,0.035000,-0.029736,0.127577,0
1760818243440784860,2025-10-18T20:10:43.440Z,0.534000,0.034000,-0.009997,0.142854,0
1760818243537844585,2025-10-18T20:10:43.537Z,0.532000,0.032000,-0.020606,-0.131011,0
1760818243635717516,2025-10-18T20:10:43.635Z,0.530000,0.030000,-0.020435,-0.526926,0
1760818243734348796,2025-10-18T20:10:43.734Z,0.531000,0.031000,0.010139,-0.149230,0
1760818243835692561,2025-10-18T20:10:43.835Z,0.530000,0.030000,-0.009868,-0.607828,0
1760818243936280619,2025-10-18T20:10:43.936Z,0.526000,0.026000,-0.039766,-1.134848,0
1760818244035471941,2025-10-18T20:10:44.035Z,0.528000,0.028000,0.020163,0.302677,0
1760818244135210660,2025-10-18T20:10:44.135Z,0.527000,0.027000,-0.010026,-0.369853,0
1760818244234469915,2025-10-18T20:10:44.234Z,0.527000,0.027000,0.000000,0.054642,0
1760818244334850407,2025-10-18T20:10:44.334Z,0.524000,0.024000,-0.029886,-0.925967,0
1760818244434811699,2025-10-18T20:10:44.434Z,0.522000,0.022000,-0.020007,-0.477176,0
1760818244534988412,2025-10-18T20:10:44.535Z,0.520000,0.020000,-0.019965,-0.398922,0
