time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760810653521897612,2025-10-18T18:04:13.521Z,0.634000,0.134000,0.000000,0.000000,0
1760810653621718482,2025-10-18T18:04:13.621Z,0.617000,0.117000,-0.170305,0.000000,0
1760810653721971101,2025-10-18T18:04:13.722Z,0.570000,0.070000,-0.468816,0.000000,0
1760810653823986026,2025-10-18T18:04:13.824Z,0.546000,0.046000,-0.235260,0.000000,0
1760810653924571697,2025-10-18T18:04:13.924Z,0.505000,0.005000,-0.407613,0.000000,0
1760810654022055438,2025-10-18T18:04:14.022Z,0.483000,-0.017000,-0.225679,0.151710,0
1760810654122604131,2025-10-18T18:04:14.122Z,0.479000,-0.021000,-0.039782,1.044571,0
1760810654221439077,2025-10-18T18:04:14.221Z,0.490000,-0.010000,0.111297,1.460961,0
1760810654322808726,2025-10-18T18:04:14.322Z,0.508000,0.008000,0.177568,1.436278,0
1760810654422514071,2025-10-18T18:04:14.422Z,0.527000,0.027000,0.190561,1.275768,0
1760810654522829980,2025-10-18T18:04:14.522Z,0.539000,0.039000,0.119622,0.889452,0
1760810654621125505,2025-10-18T18:04:14.621Z,0.542000,0.042000,0.030520,0.479412,0
1760810654722682344,2025-10-18T18:04:14.722Z,0.547000,0.047000,0.049233,0.535952,0
1760810654821912218,2025-10-18T18:04:14.821Z,0.545000,0.045000,-0.020155,0.207909,0
1760810654921409842,2025-10-18T18:04:14.921Z,0.542000,0.042000,-0.030152,0.154774,0
1760810655021630242,2025-10-18T18:04:15.021Z,0.540000,0.040000,-0.019956,0.199132,0
1760810655121084866,2025-10-18T18:04:15.121Z,0.540000,0.040000,0.000000,0.292475,0
1760810655222092149,2025-10-18T18:04:15.222Z,0.539000,0.039000,-0.009901,0.233290,0
1760810655322993028,2025-10-18T18:04:15.323Z,0.539000,0.039000,0.000000,0.279372,0
1760810655421510297,2025-10-18T18:04:15.421Z,0.537000,0.037000,-0.020301,0.161710,0
1760810655521862064,2025-10-18T18:04:15.521Z,0.538000,0.038000,0.009965,0.332374,0
1760810655622163469,2025-10-18T18:04:15.622Z,0.533000,0.033000,-0.049850,-0.046048,0
1760810655722729343,2025-10-18T18:04:15.722Z,0.532000,0.032000,-0.009944,0.064870,0
1760810655822128466,2025-10-18T18:04:15.822Z,0.530000,0.030000,-0.020121,-0.091522,0
1760810655920282603,2025-10-18T18:04:15.920Z,0.528000,0.028000,-0.020376,-0.350312,0
1760810656021150764,2025-10-18T18:04:16.021Z,0.524000,0.024000,-0.039656,-0.834782,0
1760810656121427873,2025-10-18T18:04:16.121Z,0.531000,0.031000,0.069807,0.615519,0
1760810656221108829,2025-10-18T18:04:16.221Z,0.527000,0.027000,-0.040128,-0.837617,0
1760810656320536323,2025-10-18T18:04:16.320Z,0.531000,0.031000,0.040230,0.485233,0
1760810656420040066,2025-10-18T18:04:16.420Z,0.528000,0.028000,-0.030150,-0.723302,0
1760810656523387151,2025-10-18T18:04:16.523Z,0.525000,0.025000,-0.029029,-0.687169,0
1760810656649041887,2025-10-18T18:04:16.649Z,0.524000,0.024000,-0.007958,0.031270,0
1760810656721624151,2025-10-18T18:04:16.721Z,0.524000,0.024000,0.000000,0.410315,0
1760810656819176839,2025-10-18T18:04:16.819Z,0.523000,0.023000,-0.010251,0.023049,0
1760810656919523432,2025-10-18T18:04:16.919Z,0.525000,0.025000,0.019931,1.007828,0
1760810657021024970,2025-10-18T18:04:17.021Z,0.525000,0.025000,0.000000,0.263647,0
1760810657119982280,2025-10-18T18:04:17.120Z,0.524000,0.024000,-0.010105,-0.079144,0
1760810657220676688,2025-10-18T18:04:17.220Z,0.521000,0.021000,-0.029793,-0.736314,0
1760810657319316192,2025-10-18T18:04:17.319Z,0.522000,0.022000,0.010138,0.646338,0
1760810657419037866,2025-10-18T18:04:17.419Z,0.518000,0.018000,-0.040112,-1.045079,0
1760810657519318577,2025-10-18T18:04:17.519Z,0.518000,0.018000,0.000000,0.338486,0
1760810657618407294,2025-10-18T18:04:17.618Z,0.520000,0.020000,0.020184,0.938426,0
1760810657719327942,2025-10-18T18:04:17.719Z,0.521000,0.021000,0.009909,0.536108,0
1760810657822013760,2025-10-18T18:04:17.822Z,0.517000,0.017000,-0.038954,-1.113176,0
1760810657919789043,2025-10-18T18:04:17.919Z,0.516000,0.016000,-0.010228,-0.151617,0
1760810658018234583,2025-10-18T18:04:18.018Z,0.514000,0.014000,-0.020316,-0.547243,0
1760810658118154953,2025-10-18T18:04:18.118Z,0.516000,0.016000,0.020016,1.185287,0
1760810658219038810,2025-10-18T18:04:18.219Z,0.516000,0.016000,0.000000,0.244485,0
1760810658318096532,2025-10-18T18:04:18.318Z,0.516000,0.016000,0.000000,0.385414,0
1760810658419410744,2025-10-18T18:04:18.419Z,0.516000,0.016000,0.000000,0.318281,0
1760810658519420890,2025-10-18T18:04:18.519Z,0.519000,0.019000,0.029997,1.719812,0
1760810658618879481,2025-10-18T18:04:18.618Z,0.508000,0.008000,-0.110599,-3.333649,0
1760810658718854679,2025-10-18T18:04:18.718Z,0.510000,0.010000,0.020005,0.861201,0
1760810658818405123,2025-10-18T18:04:18.818Z,0.510000,0.010000,0.000000,0.206921,0
1760810658917467897,2025-10-18T18:04:18.917Z,0.510000,0.010000,0.000000,0.243090,0
1760810659018240659,2025-10-18T18:04:19.018Z,0.510000,0.010000,0.000000,0.243090,0
1760810659117770568,2025-10-18T18:04:19.117Z,0.513000,0.013000,0.030142,1.115377,0
1760810659218097038,2025-10-18T18:04:19.218Z,0.515000,0.015000,0.019935,0.719204,0
1760810659317598597,2025-10-18T18:04:19.317Z,0.509000,0.009000,-0.060300,-1.574354,0
1760810659416957192,2025-10-18T18:04:19.417Z,0.512000,0.012000,0.030194,0.972279,0
1760810659516853793,2025-10-18T18:04:19.516Z,0.512000,0.012000,0.000000,0.087893,0
1760810659617478330,2025-10-18T18:04:19.617Z,0.509000,0.009000,-0.029814,-0.711238,0
1760810659717201337,2025-10-18T18:04:19.717Z,0.510000,0.010000,0.010028,0.454039,0
1760810659817141309,2025-10-18T18:04:19.817Z,0.510000,0.010000,0.000000,0.106587,0
1760810659916833239,2025-10-18T18:04:19.916Z,0.510000,0.010000,0.000000,0.091301,0
1760810660017060385,2025-10-18T18:04:20.017Z,0.507000,0.007000,-0.029932,-0.786639,0
1760810660124040224,2025-10-18T18:04:20.124Z,0.509000,0.009000,0.018695,0.664354,0
1760810660217542985,2025-10-18T18:04:20.217Z,0.508000,0.008000,-0.010695,-0.196007,0
1760810660317359038,2025-10-18T18:04:20.317Z,0.507000,0.007000,-0.010018,-0.160874,0
1760810660417115458,2025-10-18T18:04:20.417Z,0.505000,0.005000,-0.020049,-0.427876,0
1760810660537964735,2025-10-18T18:04:20.538Z,0.510000,0.010000,0.041374,1.347932,0
