time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760806943754814148,2025-10-18T17:02:23.754Z,0.015000,-0.485000,0.000000,0.000000,0
1760806943854683945,2025-10-18T17:02:23.854Z,0.040050,-0.459950,0.250827,0.000000,0
1760806943954749132,2025-10-18T17:02:23.954Z,0.071383,-0.428617,0.313131,0.000000,0
1760806944054717243,2025-10-18T17:02:24.054Z,0.106175,-0.393825,0.348030,0.000000,0
1760806944154683740,2025-10-18T17:02:24.154Z,0.142345,-0.357655,0.361812,0.000000,0
1760806944254714641,2025-10-18T17:02:24.254Z,0.178393,-0.321607,0.360369,0.629333,0
1760806944354815487,2025-10-18T17:02:24.354Z,0.213274,-0.286726,0.348467,0.498502,0
1760806944454746491,2025-10-18T17:02:24.454Z,0.246293,-0.253707,0.330419,0.337601,0
1760806944554637825,2025-10-18T17:02:24.554Z,0.277018,-0.222982,0.307579,0.143136,0
1760806944654729839,2025-10-18T17:02:24.654Z,0.305215,-0.194785,0.281707,-0.078917,0
1760806944754650627,2025-10-18T17:02:24.754Z,0.330796,-0.169204,0.256015,-0.301952,0
1760806944854612981,2025-10-18T17:02:24.854Z,0.353779,-0.146221,0.229916,-0.526459,0
1760806944954710287,2025-10-18T17:02:24.954Z,0.374254,-0.125746,0.204548,-0.734545,0
1760806945054668305,2025-10-18T17:02:25.054Z,0.392358,-0.107642,0.181123,-0.908700,0
1760806945154636347,2025-10-18T17:02:25.154Z,0.408261,-0.091739,0.159076,-1.051944,0
1760806945254677052,2025-10-18T17:02:25.254Z,0.422145,-0.077855,0.138783,-1.161599,0
1760806945354762817,2025-10-18T17:02:25.354Z,0.434199,-0.065801,0.120441,-1.239582,0
1760806945454692275,2025-10-18T17:02:25.454Z,0.444611,-0.055389,0.104195,-1.289663,0
1760806945554637682,2025-10-18T17:02:25.554Z,0.453561,-0.046439,0.089550,-1.320857,0
1760806945654731166,2025-10-18T17:02:25.654Z,0.461220,-0.038780,0.076511,-1.336667,0
1760806945754577616,2025-10-18T17:02:25.754Z,0.467744,-0.032256,0.065342,-1.556207,0
1760806945854610546,2025-10-18T17:02:25.854Z,0.473278,-0.026722,0.055328,-1.465173,0
1760806945954989059,2025-10-18T17:02:25.955Z,0.477954,-0.022046,0.046582,-1.376402,0
1760806946054755405,2025-10-18T17:02:26.054Z,0.481889,-0.018111,0.039437,-1.300640,0
1760806946154768904,2025-10-18T17:02:26.154Z,0.485186,-0.014814,0.032970,-1.242906,0
1760806946254706308,2025-10-18T17:02:26.254Z,0.487939,-0.012061,0.027544,-1.195498,0
1760806946354822711,2025-10-18T17:02:26.354Z,0.490228,-0.009772,0.022860,-1.156996,0
1760806946454731669,2025-10-18T17:02:26.454Z,0.492123,-0.007877,0.018970,-1.124431,0
1760806946554762379,2025-10-18T17:02:26.554Z,0.493686,-0.006314,0.015625,-1.097527,0
