time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760394094006736658,2025-10-13T22:21:34.006Z,0.513000,0.213000,0.000000,0.000000,0
1760394094106084626,2025-10-13T22:21:34.106Z,0.542000,0.242000,0.291903,0.000000,0
1760394094207812552,2025-10-13T22:21:34.207Z,0.560000,0.260000,0.176943,0.000000,0
1760394094307554951,2025-10-13T22:21:34.307Z,0.567000,0.267000,0.070180,0.000000,0
1760394094406907762,2025-10-13T22:21:34.407Z,0.571000,0.271000,0.040261,0.000000,0
1760394094506149505,2025-10-13T22:21:34.506Z,0.565000,0.265000,-0.060458,-1.148353,0
1760394094605672992,2025-10-13T22:21:34.605Z,0.566000,0.266000,0.010048,-0.544436,0
1760394094707834918,2025-10-13T22:21:34.707Z,0.563000,0.263000,-0.029365,-0.781923,0
1760394094806839247,2025-10-13T22:21:34.806Z,0.561000,0.261000,-0.020201,-0.648770,0
1760394094905548550,2025-10-13T22:21:34.905Z,0.557000,0.257000,-0.040523,-0.761791,0
1760394095006235842,2025-10-13T22:21:35.006Z,0.557000,0.257000,0.000000,-0.376540,0
1760394095104550468,2025-10-13T22:21:35.104Z,0.557000,0.257000,0.000000,-0.359678,0
1760394095205379050,2025-10-13T22:21:35.205Z,0.551000,0.251000,-0.059507,-0.878779,0
1760394095306520156,2025-10-13T22:21:35.306Z,0.548000,0.248000,-0.029662,-0.556229,0
1760394095406066113,2025-10-13T22:21:35.406Z,0.550000,0.250000,0.020092,-0.048129,0
1760394095505834948,2025-10-13T22:21:35.505Z,0.549000,0.249000,-0.010023,-0.353842,0
1760394095605887095,2025-10-13T22:21:35.606Z,0.550000,0.250000,0.009995,-0.132047,0
1760394095704993154,2025-10-13T22:21:35.705Z,0.550000,0.250000,0.000000,-0.237465,0
1760394095806620841,2025-10-13T22:21:35.806Z,0.547000,0.247000,-0.029520,-0.559020,0
1760394095905977270,2025-10-13T22:21:35.906Z,0.546000,0.246000,-0.010065,-0.320864,0
1760394096006917163,2025-10-13T22:21:36.007Z,0.539000,0.239000,-0.069348,-0.969729,0
1760394096105647757,2025-10-13T22:21:36.105Z,0.537000,0.237000,-0.020257,-0.326922,0
1760394096204641427,2025-10-13T22:21:36.204Z,0.531000,0.231000,-0.060610,-1.300711,0
1760394096304534865,2025-10-13T22:21:36.304Z,0.530000,0.230000,-0.010011,0.286917,0
1760394096404689361,2025-10-13T22:21:36.404Z,0.532000,0.232000,0.019969,1.428976,0
1760394096504838963,2025-10-13T22:21:36.504Z,0.531000,0.231000,-0.009985,0.268739,0
1760394096604467276,2025-10-13T22:21:36.604Z,0.530000,0.230000,-0.010038,0.314214,0
1760394096704565802,2025-10-13T22:21:36.704Z,0.527000,0.227000,-0.029970,-0.475573,0
1760394096804128703,2025-10-13T22:21:36.804Z,0.523000,0.223000,-0.040176,-0.825022,0
1760394096903636586,2025-10-13T22:21:36.903Z,0.522000,0.222000,-0.010049,0.293494,0
1760394097004349846,2025-10-13T22:21:37.004Z,0.522000,0.222000,0.000000,0.691586,0
1760394097104071085,2025-10-13T22:21:37.104Z,0.522000,0.222000,0.000000,0.691586,0
1760394097204221582,2025-10-13T22:21:37.204Z,0.521000,0.221000,-0.009985,0.214914,0
1760394097305125075,2025-10-13T22:21:37.305Z,0.522000,0.222000,0.009910,0.970173,0
1760394097403624560,2025-10-13T22:21:37.403Z,0.518000,0.218000,-0.040609,-1.066696,0
1760394097504411050,2025-10-13T22:21:37.504Z,0.516000,0.216000,-0.019844,-0.144088,0
