time_ns,time_iso,range_m,height_err_m,delta_m_per_s,zscore_delta,edge_flag
1760456899772028844,2025-10-14T15:48:19.772Z,0.015000,-0.485000,0.000000,0.000000,0
1760456899873742984,2025-10-14T15:48:19.873Z,0.040050,-0.459950,0.246278,0.000000,0
1760456899972046485,2025-10-14T15:48:19.972Z,0.071383,-0.428617,0.318742,0.000000,0
1760456900073354432,2025-10-14T15:48:20.073Z,0.106175,-0.393825,0.343428,0.000000,0
1760456900173322904,2025-10-14T15:48:20.173Z,0.142345,-0.357655,0.361805,0.000000,0
1760456900271915108,2025-10-14T15:48:20.271Z,0.178393,-0.321607,0.365628,0.661584,0
1760456900372026239,2025-10-14T15:48:20.372Z,0.213274,-0.286726,0.348431,0.494144,0
1760456900472122191,2025-10-14T15:48:20.472Z,0.246293,-0.253707,0.329874,0.330612,0
1760456900572387038,2025-10-14T15:48:20.572Z,0.277018,-0.222982,0.306434,0.132622,0
1760456900673418162,2025-10-14T15:48:20.673Z,0.305215,-0.194785,0.279089,-0.100293,0
1760456900773042339,2025-10-14T15:48:20.773Z,0.330796,-0.169204,0.256777,-0.291775,0
1760456900871970296,2025-10-14T15:48:20.872Z,0.353779,-0.146221,0.232320,-0.501488,0
1760456900973153458,2025-10-14T15:48:20.973Z,0.374254,-0.125746,0.202353,-0.752789,0
1760456901073003168,2025-10-14T15:48:21.073Z,0.392358,-0.107642,0.181320,-0.902577,0
1760456901173024522,2025-10-14T15:48:21.173Z,0.408261,-0.091739,0.158991,-1.048549,0
1760456901272896148,2025-10-14T15:48:21.273Z,0.422145,-0.077855,0.139018,-1.155523,0
1760456901372105149,2025-10-14T15:48:21.372Z,0.434199,-0.065801,0.121506,-1.227286,0
1760456901471913744,2025-10-14T15:48:21.471Z,0.444611,-0.055389,0.104321,-1.286926,0
1760456901572016435,2025-10-14T15:48:21.572Z,0.453561,-0.046439,0.089410,-1.320576,0
1760456901672068531,2025-10-14T15:48:21.672Z,0.461220,-0.038780,0.076543,-1.334975,0
1760456901772960102,2025-10-14T15:48:21.773Z,0.467744,-0.032256,0.064666,-1.559764,0
1760456901873037047,2025-10-14T15:48:21.873Z,0.473278,-0.026722,0.055304,-1.464037,0
1760456901972762790,2025-10-14T15:48:21.972Z,0.477954,-0.022046,0.046887,-1.373869,0
1760456902071975512,2025-10-14T15:48:22.072Z,0.481889,-0.018111,0.039657,-1.297420,0
1760456902171879586,2025-10-14T15:48:22.171Z,0.485186,-0.014814,0.033006,-1.241081,0
1760456902272757902,2025-10-14T15:48:22.272Z,0.487939,-0.012061,0.027287,-1.199339,0
1760456902372152166,2025-10-14T15:48:22.372Z,0.490228,-0.009772,0.023026,-1.157334,0
1760456902471962258,2025-10-14T15:48:22.472Z,0.492123,-0.007877,0.018989,-1.126329,0
1760456902572064330,2025-10-14T15:48:22.572Z,0.493686,-0.006314,0.015614,-1.099179,0
1760456902672093663,2025-10-14T15:48:22.672Z,0.494969,-0.005031,0.012832,-1.072445,0
1760456902771953714,2025-10-14T15:48:22.772Z,0.496019,-0.003981,0.010508,-1.051861,0
1760456902871972274,2025-10-14T15:48:22.872Z,0.496873,-0.003127,0.008539,-1.036798,0
1760456902971835615,2025-10-14T15:48:22.971Z,0.497564,-0.002436,0.006926,-1.016760,0
1760456903072598251,2025-10-14T15:48:23.072Z,0.498122,-0.001878,0.005530,-1.002381,0
1760456903172062441,2025-10-14T15:48:23.172Z,0.498568,-0.001432,0.004488,-0.986160,0
1760456903273263378,2025-10-14T15:48:23.273Z,0.498923,-0.001077,0.003512,-0.974217,0
1760456903372937409,2025-10-14T15:48:23.373Z,0.499205,-0.000795,0.002820,-0.962283,0
1760456903473381537,2025-10-14T15:48:23.473Z,0.499425,-0.000575,0.002197,-0.951981,0
1760456903573153181,2025-10-14T15:48:23.573Z,0.499597,-0.000403,0.001721,-0.940378,0
1760456903672930609,2025-10-14T15:48:23.673Z,0.499729,-0.000271,0.001326,-0.929977,0
1760456903772245465,2025-10-14T15:48:23.772Z,0.499830,-0.000170,0.001014,-0.916688,0
1760456903873175965,2025-10-14T15:48:23.873Z,0.499905,-0.000095,0.000749,-0.906152,0
1760456903973215661,2025-10-14T15:48:23.973Z,0.499961,-0.000039,0.000557,-0.895145,0
1760456904071932761,2025-10-14T15:48:24.072Z,0.500001,0.000001,0.000407,-0.886180,0
1760456904171954148,2025-10-14T15:48:24.172Z,0.500030,0.000030,0.000281,-0.876976,0
1760456904272151281,2025-10-14T15:48:24.272Z,0.500048,0.000048,0.000187,-0.863811,0
1760456904372344999,2025-10-14T15:48:24.372Z,0.500060,0.000060,0.000117,-0.854147,0
1760456904471994486,2025-10-14T15:48:24.472Z,0.500066,0.000066,0.000065,-0.843312,0
